,OriginalTweet,Sentiment,cleaned
173,"Home shopping could double if #Coronavirus takes hold in the UK, as consumers switch from buying food and household items in stores to online.  https://t.co/t5teSX87vU  

Is your #business ready to meet this demand? 

Via @PostalTechNews https://t.co/o45h0Jdi8E",Positive,home shop could doubl coronaviru take hold uk consum switch buy food household item store onlin http co tesx vu busi readi meet thi demand via postaltechnew http co h jdi
2433,"Scientists: the coronavirus is deadly, stock up and be prepared to quarantine your self

Me: I think we should get food. Food is the most important

Everyone else: NO!!! WE NEED TOILET PAPER!!!  #coronavirus #coronapocalypse #CDC #QuarantineAndChill #COVID",Neutral,scientist coronaviru deadli stock prepar quarantin self think get food food import everyon els need toilet paper coronaviru coronapocalyp cdc quarantineandchil covid
2733,"The thing that scares me about the Covid-19 is:

Â people panic and start hoarding shit. Limiting others to food,medicine,safety. 

Â people losing jobs. And they cant afford to pay their rent,mortgages,loans. 

Â we start behaving like animals. 

The death? We all will die.",Extremely Negative,thing scare covid peopl panic start hoard shit limit food medicin safeti peopl lose job cant afford pay rent mortgag loan start behav like anim death die
3656,Coronavirus Medical Device Stock News Bites Beyond Air NASDAQ XAIR Submits Investigational Device Exemption IDE to the United States Food and Drug Administration FDA for the Treatment of COVID 19 Patients,Positive,coronaviru medic devic stock news bite beyond air nasdaq xair submit investig devic exempt ide unit state food drug administr fda treatment covid patient
387,"""ItÂs really working out. And a lot of good things are going to happen. The consumer is ready, and the consumer is so powerful in our country with what weÂve done with tax cuts and regulation cuts and all of those things."" #COVID19 #Covid_19 #StableGenius  https://t.co/tCapWlZZPP",Extremely Positive,realli work lot good thing go happen consum readi consum power countri v done tax cut regul cut thing covid covid stablegeniu http co tcapwlzzpp
2051,#Covid_19 #CoronavirusPandemic #CoronaOutbreak #TrumptheWorstPresidentEVER #coronavirus #BernieSanders @BernieSanders should drop out #2020election it's not time4 Revolution @JoeBiden is ready2day 2 lead. Ralph's grocery  store in Sherman Oaks CA 3/12/20 @KHOU @MSNBC @NYGovCuomo https://t.co/cKphn3OAUl,Negative,covid coronaviruspandem coronaoutbreak trumptheworstpresidentev coronaviru berniesand berniesand drop elect time revolut joebiden readi day lead ralph groceri store sherman oak ca khou msnbc nygovcuomo http co ckphn oaul
440,Trump's bumbling teleprompter reading did not instill confidence. The American people are panicking. Grocery store was MUCH busier than normal for a Thursday afternoon. Cashier said it had been going on all day. Gas station busy. It will only get worse. #TrumpResign #Covid_19,Extremely Negative,trump bumbl teleprompt read instil confid american peopl panick groceri store wa much busier normal thursday afternoon cashier said go day ga station busi onli get wors trumpresign covid
2170,"When herd mentality makes you want to stockpile unnecessarily, bear in mind the only pasta left on the supermarket shelves this morning is Italian, this is how ill-informed ppl are about #Covid_19.  Take a beat,  check out the @CDCgov website and #buyItalian ? ?",Negative,herd mental make want stockpil unnecessarili bear mind onli pasta left supermarket shelv thi morn italian thi ill inform ppl covid take beat check cdcgov websit buyitalian
3489,"Disney announces it's closing all #Disney stores in North America, beginning Tuesday. Online #shopping will still be available. #coronavirus #news12 @News12",Neutral,disney announc close disney store north america begin tuesday onlin shop still avail coronaviru news news
2518,"How #CoronaVirus would change our lives:
Â Dependence on food, grocery delivery services
Â Increase in online transactions (shopping, banking)
Â Video, tele-conferencing, the new ÂmeetingÂ
Â Online/YouTube classes, lessons
Â Streaming of tv, music shows
Â Remote working",Positive,coronaviru would chang live depend food groceri deliveri servic increa onlin transact shop bank video tele conferenc new meet onlin youtub class lesson stream tv music show remot work
3326, Amazon Needs to hire 100 000 people across the to keep up with a crush of orders as spreads amp keeps more people at home shopping online Will temporarily raise pay by 2 an hour through the end of April,Negative,amazon need hire peopl across keep crush order spread amp keep peopl home shop onlin temporarili rai pay hour end april
2201,"The last time I saw a supermarket this empty was in #Gaza (and it wasnÂt because of the #Coronavirus) 

Maybe Americans will now be able to relate to what life under a blockade is like when you canÂt find some of the most basic necessities for your family. https://t.co/VuC3s49d3O",Positive,last time saw supermarket thi empti wa gaza becau coronaviru mayb american abl relat life blockad like find basic necess famili http co vuc
3665,"Denver News Stores, restaurants reduce hours due to coronavirus https://t.co/lLCA2EoEJQ https://t.co/rHvdfsp4Wl",Neutral,denver news store restaur reduc hour due coronaviru http co llca eoejq http co rhvdfsp wl
2446,#Woodmans apparently closed around 9 tonight. A 24-hour grocery store that's know for its abundance of items closed because they didnt have enough stuff on their shelves. So crazy what's happening right now. #Madison #WI #Covid_19,Negative,woodman appar close around tonight hour groceri store know abund item close becau didnt enough stuff shelv crazi happen right madison wi covid
1430,Virus attacks! You need to stock on some food supplies! Meanwhile in America... #coronapocalypse #COVID19 #coronavirus https://t.co/7xIqCFb8em,Negative,viru attack need stock food suppli meanwhil america coronapocalyp covid coronaviru http co xiqcfb em
2576,"HereÂs a list of all @WEFoodbank Drop-Off points across the NE &amp; all donations are greatly appreciated at this unchartered time. Thanks.?

ThereÂs a new WishList &amp; online Supermarket shopping can be sent for delivery during @WEFoodbank opening hours at these addresses:

#NUFC ? https://t.co/bgAyCPH4N0 https://t.co/oMI76q8Duu",Extremely Positive,list wefoodbank drop point across ne amp donat greatli appreci thi unchart time thank new wishlist amp onlin supermarket shop sent deliveri dure wefoodbank open hour address nufc http co bgaycph n http co omi q duu
2189,"Me: IÂm a pretty calm person, I donÂt usually panic

Me after #StateOfEmergency #Covid_19 #coronapocalypse at the grocery store: https://t.co/jdWQFIjYyX",Positive,pretti calm person usual panic stateofemerg covid coronapocalyp groceri store http co jdwqfijyyx
267,"if ur able to, PLEASE donate to food banks !! panic buying due to COVID-19 has meant that donations have fallen by 75%, and banks are low on essentials like milk and toiletries

food banks are already stretched too far under this government, especially when we shouldnÂt need them https://t.co/35wzpfM9YD",Negative,ur abl plea donat food bank panic buy due covid ha meant donat fallen bank low essenti like milk toiletri food bank alreadi stretch far thi govern especi need http co wzpfm yd
2804,In light of all thatÂs happening with the #coronavirus and how we should stock up. Please remember: donÂt be a dick. There are other families that need water. Other babies that need formula. Other kids that need food. Understand that your family is just as important as theirs.,Negative,light happen coronaviru stock plea rememb dick famili need water babi need formula kid need food understand famili import
3144,"The opening statement of PRRD not to panic isnÂt enough to pacify the crowd as the announcement means no work, no wage, no food and hunger for common people.  Government also failed to present a holistic approach of the situation since the problem started.
https://t.co/jmblIZDUBx",Extremely Negative,open statement prrd panic enough pacifi crowd announc mean work wage food hunger common peopl govern also fail present holist approach situat sinc problem start http co jmblizdubx
3005,As many preparing for the uncertain times ahead with what are we going to do w the food we have bought We are going to have to get creative w o buying extra I ve set up a Facebook group called Stock Cupboard Cooking for ideas,Positive,mani prepar uncertain time ahead go w food bought go get creativ w buy extra set facebook group call stock cupboard cook idea
3558,They canÂt figure out why half the US workforce being told to stay home without clear direction on how they will survive is crashing the economy.,Negative,figur whi half us workforc told stay home without clear direct surviv crash economi
1675,@ByPatForde Also cheer for the wildly under appreciated #Costco/grocery store employee. I was blown away by the quality of their work yesterday in a very scary high stress environment. They really had their game faces on! #everydayheros #Covid_19 #CoronaO,Neutral,bypatford also cheer wildli appreci costco groceri store employe wa blown away qualiti work yesterday veri scari high stress environ realli game face everydayhero covid coronao
